track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,release_date,song_age,stream_group,bpm_group,energy_group,dance_group,song_type,platform_score,hit_score,cross_platform_success,streams_log
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680.0,26,1,17,0,0.0,150,G#,Minor,82,82,66,13,0,11,6,2022-04-29,1,low,fast,mid_energy,high_dance,other,1395.0,85535879.1,1394,18.48758846569145
ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14,0,0.0,100,F#,Major,87,46,60,1,0,13,16,2022-04-13,1,low,medium,mid_energy,high_dance,other,656.0,109597104.8,627,18.735464519925227
SloMo,Chanel,1,2021,12,24,1211,0,65719930.0,31,0,19,0,2.0,105,C#,Minor,73,59,81,13,0,9,6,2021-12-24,2,low,medium,high_energy,high_dance,party_song,1263.0,52576065.1,1261,18.000912801224086
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.0,18,75,9,0,0.0,104,G,Major,86,43,62,5,0,13,14,2022-05-02,1,mid,medium,mid_energy,high_dance,other,731.0,183598344.50000003,656,19.25140423230129
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.0,23,1,15,0,0.0,154,G#,Major,54,45,79,1,0,17,5,2022-03-23,1,mid,fast,high_energy,mid_dance,other,1340.0,148440825.3,1339,19.038839634223024
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32,0,0.0,80,B,Major,47,33,83,18,0,10,5,2022-02-22,1,low,slow,high_energy,mid_dance,other,1454.0,43746208.1,1403,17.81705602663102
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042.0,4,35,11,1,1.0,150,D#,Major,53,14,43,64,0,13,3,2022-04-24,1,mid,fast,mid_energy,mid_dance,chill_song,397.0,192464068.10000002,358,19.298563411264908
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582,0,0.0,156,B,Minor,32,49,72,0,0,9,4,1998-03-31,25,high,fast,high_energy,low_dance,other,13834.0,1027955397.4000001,13820,20.973979892039395
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324.0,29,0,30,0,0.0,98,G#,Minor,76,79,81,18,0,6,34,2022-05-08,1,low,medium,high_energy,high_dance,party_song,2998.0,57138953.1,2998,18.08413505463357
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5,0,0.0,92,G,Major,58,27,36,86,0,9,3,2019-11-07,4,mid,medium,low_energy,mid_dance,chill_song,418.0,195913570.4,417,19.316327499735685
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2.0,144,E,Major,47,7,50,32,0,7,4,2022-05-06,1,low,fast,mid_energy,mid_dance,sad_song,1537.0,105737729.2,1533,18.699614481064845
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1.0,150,E,Major,37,27,56,8,0,13,3,2017-10-20,6,mid,fast,mid_energy,low_dance,sad_song,2307.0,147765516.8,2300,19.03427925394901
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429.0,42,9,24,1,1.0,138,D#,Major,70,31,44,84,0,9,39,2021-08-09,2,mid,fast,mid_energy,mid_dance,chill_song,878.0,147861223.3,867,19.034927726426066
Yet To Come,BTS,1,2022,6,10,829,0,302006641.0,32,110,26,0,0.0,172,C#,Major,56,68,89,4,0,33,19,2022-06-10,1,mid,fast,high_energy,mid_dance,other,997.0,241605395.70000002,887,19.525959568474775
Run BTS,BTS,1,2022,6,10,736,0,330881149.0,5,132,17,0,3.0,77,G#,Major,72,70,82,2,0,4,17,2022-06-10,1,mid,slow,high_energy,high_dance,party_song,893.0,264704992.8,758,19.617269805418516
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1.0,107,B,Major,72,36,72,26,6,11,4,2022-05-20,1,mid,medium,high_energy,high_dance,party_song,4608.0,267787302.60000002,4595,19.62884546888934
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0.0,114,D,Major,51,39,29,90,0,10,4,2022-05-20,1,mid,medium,low_energy,mid_dance,chill_song,3339.0,292971888.50000006,3326,19.718729673313803
For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12,0,0.0,117,D,Major,63,29,51,43,0,25,4,2022-06-10,1,low,medium,mid_energy,mid_dance,sad_song,384.0,91637086.30000001,344,18.556489823178254
Daylight,Harry Styles,1,2022,5,20,2775,0,290833204.0,21,11,40,0,0.0,146,Unknown,Major,69,63,45,48,0,18,4,2022-05-20,1,mid,fast,mid_energy,mid_dance,other,2847.0,232666840.70000002,2836,19.488260482111905
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1,2022,5,6,4576,0,448500832.0,79,13,93,0,17.0,160,G#,Minor,80,74,60,8,0,14,26,2022-05-06,1,mid,fast,mid_energy,high_dance,other,4778.0,358801123.20000005,4748,19.921421096763517
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504.0,34,0,29,0,0.0,120,G,Major,88,15,56,1,0,8,6,2022-06-10,1,low,medium,mid_energy,high_dance,sad_song,2376.0,109341434.5,2376,18.733127414208397
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3,2022,5,27,3983,0,190625045.0,73,45,119,0,0.0,100,B,Minor,82,76,70,16,0,8,5,2022-05-27,1,mid,medium,mid_energy,high_dance,party_song,4220.0,152500434.3,4175,19.065818946637396
Born Singer,BTS,1,2022,6,10,279,0,79095270.0,0,18,6,0,0.0,158,G#,Minor,60,68,84,4,0,24,11,2022-06-10,1,low,fast,high_energy,mid_dance,other,303.0,63276243.9,285,18.186163645868508
Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684.0,20,3,39,0,0.0,142,D#,Major,56,40,54,72,0,10,4,2022-05-20,1,mid,fast,mid_energy,mid_dance,other,2364.0,218555977.4,2361,19.42569523085966
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,"Nengo Flow, Anuel Aa, Chris Jedi, Chencho Corleone",4,2022,5,20,3559,3,333146475.0,36,1,31,0,1.0,170,A,Minor,80,77,85,11,0,17,14,2022-05-20,1,mid,fast,high_energy,high_dance,party_song,3631.0,266517536.20000002,3626,19.624092819099076
True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696.0,23,1,44,1,0.0,84,F,Minor,71,39,86,2,0,51,25,2022-05-27,1,mid,slow,high_energy,high_dance,party_song,2198.0,155922369.70000002,2196,19.08801100224762
Satellite,Harry Styles,1,2022,5,20,3291,5,311482393.0,43,28,79,0,208.0,139,Unknown,Major,58,30,46,14,0,9,3,2022-05-20,1,mid,fast,mid_energy,mid_dance,sad_song,3654.0,249186244.0,3413,19.556853374530256
Pass The Dutchie,Musical Youth,1,1982,1,1,5328,0,195918494.0,54,76,900,0,0.0,151,G,Major,73,88,67,20,0,32,5,1982-01-01,41,mid,fast,mid_energy,high_dance,other,6358.0,156735328.00000003,6282,19.09320928887186
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839.0,26,16,17,0,1.0,128,C#,Minor,82,42,75,6,0,63,6,2022-06-08,1,mid,fast,high_energy,high_dance,party_song,1461.0,198809611.3,1444,19.33100104824118
Love Of My Life,Harry Styles,1,2022,5,20,1933,0,233671263.0,13,2,31,0,0.0,118,G,Major,56,20,54,67,0,6,5,2022-05-20,1,mid,medium,mid_energy,mid_dance,sad_song,1979.0,186937203.70000002,1977,19.269425830887567
Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15,0,0.0,183,F,Major,65,88,72,36,14,20,3,2022-05-20,1,mid,fast,high_energy,mid_dance,other,2009.0,159670505.8,2008,19.111765223606753
So Good,Halsey,1,2022,6,9,1057,0,91781263.0,51,14,19,0,0.0,83,D#,Minor,63,29,62,4,0,18,4,2022-06-09,1,low,slow,mid_energy,mid_dance,sad_song,1141.0,73425116.10000001,1127,18.33491873889976
Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301,1,33.0,122,C#,Major,85,42,80,6,0,17,14,2022-02-18,1,mid,fast,high_energy,high_dance,party_song,5610.0,307069300.0,5525,19.765725896913416
Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18,0,0.0,165,A,Major,72,90,48,32,0,18,23,2022-05-20,1,mid,fast,mid_energy,high_dance,other,2122.0,188848776.70000002,2120,19.279599575670577
Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28,0,0.0,106,A,Minor,83,90,64,35,5,9,4,2022-05-20,1,mid,medium,mid_energy,high_dance,other,2218.0,151389711.5,2217,19.05851006346247
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,160845341.0,19,0,15,0,0.0,77,B,Major,81,68,58,83,0,11,34,2022-05-25,1,low,slow,mid_energy,high_dance,other,930.0,128676362.4,930,18.895953852572866
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,588955257.0,90,22,365,0,114.0,91,G#,Major,57,30,89,10,0,33,8,2014-01-01,9,high,medium,high_energy,mid_dance,sad_song,5739.0,471164720.40000004,5603,20.193860776081994
Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348.0,63,8,270,2,105.0,148,G,Major,51,21,63,5,0,41,3,2022-05-03,1,mid,fast,mid_energy,mid_dance,sad_song,2976.0,190680531.20000002,2861,19.289252203847308
Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23,0,0.0,114,E,Minor,71,90,81,31,2,13,3,2022-05-20,1,mid,medium,high_energy,high_dance,party_song,1940.0,150162671.7,1938,19.05037203311961
Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001.0,107,76,86,1,9.0,120,Unknown,Minor,91,63,77,12,1,10,5,2022-06-10,1,mid,medium,high_energy,high_dance,party_song,4160.0,236245988.9,4072,19.50352605791289
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433.0,0,0,2,0,0.0,92,F#,Major,83,56,82,10,0,9,5,2022-06-02,1,low,medium,high_energy,high_dance,party_song,898.0,110667636.0,898,18.745184746121716
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0,445590495.0,33,60,107,1,0.0,118,F,Major,56,25,45,1,3,7,3,2016-11-10,7,mid,medium,mid_energy,mid_dance,sad_song,8976.0,356473273.5,8915,19.91491091780411
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,3,18,5290,0,286739476.0,139,73,142,0,5.0,123,E,Minor,60,46,71,3,0,16,4,2022-03-18,1,mid,fast,high_energy,mid_dance,other,5649.0,229392109.8,5571,19.47408461582872
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0,1122364376.0,38,79,65,0,1.0,89,D#,Major,52,28,48,54,1,19,3,2018-09-12,5,high,slow,mid_energy,mid_dance,sad_song,10394.0,897892521.9000001,10314,20.83870334800937
Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8,0,1.0,110,F,Minor,81,61,93,49,0,12,11,2022-06-02,1,low,medium,high_energy,high_dance,party_song,614.0,125709635.2,604,18.872628409721155
Boyfriends,Harry Styles,1,2022,5,20,1517,0,137070925.0,26,2,30,0,0.0,118,Unknown,Major,42,32,20,94,0,11,4,2022-05-20,1,low,medium,low_energy,mid_dance,chill_song,1575.0,109656891.7,1573,18.73600905785703
295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0,0,7.0,90,B,Minor,68,54,76,21,0,11,20,2021-05-15,2,mid,slow,high_energy,mid_dance,other,367.0,146618621.8,250,19.026488750166635
Tak Ingin Usai,Keisya Levronka,1,2022,5,13,220,4,184807630.0,16,5,0,0,6.0,130,Unknown,Major,49,14,40,82,0,11,3,2022-05-13,1,mid,fast,low_energy,mid_dance,chill_song,251.0,147846126.4,236,19.034826009609358
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.0,5,36,1,0,0.0,154,F#,Minor,70,97,62,47,0,10,4,2022-05-13,1,low,fast,mid_energy,mid_dance,other,556.0,131885078.60000001,520,18.920584652323953
Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406,1,0.0,105,E,Minor,54,59,83,0,44,20,4,1986-03-03,37,high,medium,high_energy,mid_dance,other,6797.0,563337462.4,6598,20.37253188034227
BREAK MY SOUL,Beyoncï¿,1,2022,6,21,9724,0,354614964.0,222,61,259,14,2.0,115,C#,Minor,70,87,88,4,0,26,8,2022-06-21,1,mid,medium,high_energy,mid_dance,party_song,10282.0,283692943.59999996,10205,19.68654315319555
ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388.0,37,2,38,2,0.0,110,C#,Major,91,59,82,8,0,6,8,2022-06-16,1,mid,medium,high_energy,high_dance,party_song,2420.0,223774144.5,2416,19.44929032642204
Massive,Drake,1,2022,6,17,5263,0,195628667.0,66,89,61,0,11.0,125,E,Minor,51,5,68,12,2,15,6,2022-06-17,1,mid,fast,mid_energy,mid_dance,sad_song,5490.0,156503459.9,5390,19.091728869242655
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26,0,1.0,102,C#,Major,73,62,75,0,0,34,8,2022-06-10,1,mid,medium,high_energy,high_dance,party_song,2476.0,177402589.8,2473,19.21707442822065
Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15,1,4.0,120,G#,Minor,81,72,65,4,0,14,4,2022-02-06,1,mid,medium,mid_energy,high_dance,other,870.0,210624376.6,836,19.388730071744522
POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14,0,2.0,97,D,Major,80,36,86,4,0,3,5,2022-06-24,1,mid,medium,high_energy,high_dance,party_song,627.0,170804200.3,604,19.17917165263371
Layla,"Schï¿½ï¿½rze, DJ R",2,2022,3,24,832,3,130419412.0,18,124,24,1,0.0,140,F,Minor,44,41,92,0,0,44,7,2022-03-24,1,low,fast,high_energy,mid_dance,other,1002.0,104335613.10000001,874,18.686266069075774
MORE,j-hope,1,2022,7,1,565,0,155795783.0,6,52,11,0,0.0,97,D,Major,78,31,72,1,0,11,4,2022-07-01,1,low,medium,high_energy,high_dance,party_song,634.0,124636682.9,582,18.864056630701022
Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,6720,3,99.0,125,F#,Major,45,67,90,9,11,10,5,1987-01-01,36,high,fast,high_energy,mid_dance,other,48433.0,1242802512.8,48179,21.16377499165653
Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150,3,128.0,88,D#,Minor,80,55,56,13,0,8,9,2022-05-12,1,mid,slow,mid_energy,high_dance,other,5250.0,234773672.2,4832,19.49727413280569
SNAP,Rosa Linn,1,2022,3,19,1818,0,711366595.0,3,0,63,0,353.0,170,Unknown,Major,56,52,64,11,0,45,7,2022-03-19,1,high,fast,mid_energy,mid_dance,other,2237.0,569093457.8,1884,20.382698461076785
Sticky,Drake,1,2022,6,17,2814,0,191448892.0,38,105,25,0,2.0,137,A#,Minor,88,8,49,9,0,9,14,2022-06-17,1,mid,fast,mid_energy,high_dance,sad_song,2984.0,153159395.0,2877,19.0701314536823
Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2,0,0.0,157,A,Major,88,52,69,0,0,8,23,2022-07-01,1,low,fast,mid_energy,high_dance,other,1614.0,68740153.7,1614,18.268985299233773
Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,0,54,0,0.0,130,F#,Major,95,83,57,54,0,10,25,2022-06-03,1,low,fast,mid_energy,high_dance,other,980.0,140883211.4,976,18.986584736764268
La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256.0,49,3,57,0,0.0,90,C#,Major,85,80,83,10,0,8,11,2022-07-06,1,low,slow,high_energy,high_dance,party_song,1054.0,96951499.30000001,1051,18.612863989056994
die first,Nessa Barrett,1,2022,6,24,767,0,131746175.0,25,0,22,0,0.0,183,G#,Minor,44,44,67,7,0,12,13,2022-06-24,1,low,fast,mid_energy,mid_dance,other,814.0,105397016.7,814,18.696387720296592
Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128,0,101.0,128,C#,Major,58,68,91,2,0,27,11,2022-05-02,1,mid,fast,high_energy,mid_dance,other,6316.0,195832599.90000004,6155,19.315911311201614
Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,0,24,0,30.0,130,D#,Minor,71,78,40,46,0,7,45,2022-06-10,1,low,fast,low_energy,high_dance,other,758.0,103451835.10000001,726,18.677759595972752
cï¿½ï¿½mo dormi,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20,0,0.0,126,C#,Major,63,56,43,24,0,12,23,2022-08-04,1,mid,fast,mid_energy,mid_dance,other,1538.0,265209279.1,1488,19.619172798369995
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651.0,53,2,33,0,0.0,120,Unknown,Major,77,94,87,2,0,23,12,2022-08-05,1,mid,medium,high_energy,high_dance,party_song,1544.0,175357466.4,1542,19.205479839198862
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",3,2022,8,5,2107,0,170732845.0,51,1,50,0,0.0,130,E,Minor,72,18,46,7,0,28,8,2022-08-05,1,low,fast,mid_energy,high_dance,sad_song,2209.0,136586486.7,2208,18.95561058870375
Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15,0,0.0,122,Unknown,Major,70,46,76,30,0,9,45,2020-12-18,3,mid,fast,high_energy,mid_dance,party_song,1540.0,219131617.6,1526,19.428325973133774
Si Te La Encuentras Por Ahï¿,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18,0,0.0,172,G#,Minor,74,46,58,15,0,13,8,2022-08-05,1,low,fast,mid_energy,high_dance,other,1434.0,143249290.3,1420,19.00323955071972
GIVENCHY,Duki,1,2022,7,20,625,4,185236961.0,13,18,12,0,0.0,103,G#,Major,61,38,62,14,0,23,40,2022-07-20,1,mid,medium,mid_energy,mid_dance,other,672.0,148189631.70000002,650,19.03714643909684
ALIEN SUPERSTAR,Beyoncï¿,1,2022,7,29,2688,0,171788484.0,39,47,36,0,0.0,122,A#,Minor,55,46,64,0,0,17,10,2022-07-29,1,low,fast,mid_energy,mid_dance,other,2810.0,137431056.00000003,2763,18.961774539656936
Mary On A Cross,Ghost,1,2019,9,13,2668,2,387080183.0,38,266,78,0,141.0,130,B,Major,47,56,90,0,0,10,4,2019-09-13,4,mid,fast,high_energy,mid_dance,other,3193.0,309664413.40000004,2784,19.774142423330836
Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9,0,1.0,105,A#,Minor,81,70,65,24,0,8,4,2022-08-01,1,mid,medium,mid_energy,high_dance,other,976.0,211774065.1,822,19.39417370581764
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16,0,4.0,120,F,Major,90,73,51,39,0,9,6,2022-03-11,1,mid,medium,mid_energy,high_dance,other,1242.0,195943248.3,1222,19.316478571303826
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,97610446.0,28,67,195,0,0.0,145,G,Major,56,43,53,24,0,12,4,2022-07-12,1,low,fast,mid_energy,mid_dance,other,657.0,78088393.5,590,18.39649508458949
El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3,1,0.0,99,G,Minor,79,64,59,28,0,11,14,2022-07-22,1,mid,medium,mid_energy,high_dance,other,588.0,229823135.5,540,19.475963918734628
Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,1315,0,2.0,88,A#,Minor,79,66,65,5,0,25,14,2008-01-01,15,high,slow,mid_energy,high_dance,other,18957.0,710326642.6,18882,20.604376565636933
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124,1,0.0,126,A,Major,81,90,73,28,0,29,4,2022-07-15,1,low,fast,high_energy,high_dance,party_song,3298.0,98778807.3,3291,18.631534046619777
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154.0,15,79,4,2,0.0,136,Unknown,Major,77,71,75,33,1,13,4,2022-08-15,1,mid,fast,high_energy,high_dance,party_song,790.0,236121792.20000002,704,19.503001560996502
JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6,1,0.0,113,G#,Major,70,97,59,55,0,27,12,2022-02-18,1,mid,medium,mid_energy,mid_dance,other,846.0,258764632.70000002,803,19.594572701165042
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092.0,81,4,248,1,6.0,132,B,Major,82,49,88,20,0,21,3,2022-06-16,1,mid,fast,high_energy,high_dance,party_song,2782.0,192734717.8,2771,19.29996757061785
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65,1,3.0,135,G#,Major,77,74,74,47,0,34,8,2022-05-20,1,mid,fast,high_energy,high_dance,party_song,1209.0,153498816.4,1199,19.07234624369689
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603.0,165,10,177,4,73.0,126,Unknown,Major,67,49,77,11,0,19,11,2017-11-10,6,mid,fast,high_energy,mid_dance,other,5396.0,227373779.1,5309,19.465247195566
Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84,9,202.0,102,C#,Minor,67,72,74,30,0,36,4,2022-09-09,1,mid,medium,high_energy,mid_dance,other,3007.0,191529299.60000002,2697,19.293693593079997
After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11,0,12.0,125,Unknown,Major,68,80,92,10,0,9,12,2022-08-22,1,mid,fast,high_energy,mid_dance,other,951.0,212439147.5,798,19.397309328999345
Bound 2,Kanye West,1,2013,1,1,19806,7,703301727.0,33,11,274,0,0.0,149,C#,Major,37,28,66,14,0,9,5,2013-01-01,10,high,fast,mid_energy,low_dance,sad_song,20131.0,562643362.9000001,20113,20.37129655826371
B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113,12,0.0,137,Unknown,Major,74,71,89,24,61,15,5,2022-06-15,1,mid,fast,high_energy,high_dance,party_song,5439.0,195668603.10000002,5368,19.3150739044666
Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.0,14,77,15,1,2.0,120,D#,Minor,77,78,91,14,0,33,12,2022-08-26,1,mid,medium,high_energy,high_dance,party_song,724.0,151580956.70000002,644,19.05977355871496
BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.0,49,1,67,11,1.0,100,C#,Major,90,75,50,11,0,9,26,2022-01-20,1,mid,medium,mid_energy,high_dance,other,2666.0,221706066.5,2653,19.440005448380575
Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23,2,2.0,164,G#,Minor,70,58,57,25,0,15,7,2022-06-03,1,mid,fast,mid_energy,mid_dance,other,1773.0,223136173.3,1690,19.446435588999144
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107,1,7.0,93,A#,Minor,65,79,66,31,0,22,7,2022-06-10,1,mid,medium,mid_energy,mid_dance,other,2331.0,177928780.30000004,2243,19.220036334106457
Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25,1,0.0,180,C#,Minor,65,52,80,5,0,6,25,2022-09-13,1,mid,fast,high_energy,mid_dance,other,1572.0,148314218.1,1523,19.037986231871844
Static,Steve Lacy,1,2022,7,15,1613,0,202452860.0,21,15,13,0,0.0,79,C#,Major,34,22,31,43,63,10,7,2022-07-15,1,mid,slow,low_energy,low_dance,sad_song,1662.0,161962449.3,1647,19.126017632227008
The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312.0,124,25,7827,1,0.0,146,F,Major,56,21,44,73,0,11,2,2002-08-05,21,high,fast,mid_energy,mid_dance,chill_song,38975.0,1286534549.4,38943,21.198359187184177
Sparks,Coldplay,1,2000,7,10,10826,4,624101957.0,24,0,805,0,0.0,103,C#,Major,37,17,27,75,5,10,3,2000-07-10,23,high,medium,low_energy,low_dance,chill_song,11659.0,499282648.6,11655,20.25182430721709
Talk,YEAT,1,2022,9,2,920,0,148461629.0,10,1,8,0,0.0,140,E,Minor,70,26,76,8,0,54,23,2022-09-02,1,low,fast,high_energy,mid_dance,party_song,939.0,118769395.2,938,18.81583709898179
XQ Te Pones Asï¿,"Yandel, Feid",2,2022,9,13,308,0,47093942.0,6,1,6,0,0.0,92,A#,Major,81,48,70,13,0,15,7,2022-09-13,1,low,medium,mid_energy,high_dance,party_song,321.0,37675184.4,320,17.667654951991008
Selfish,PnB Rock,1,2016,6,23,2468,0,380319238.0,15,0,0,0,0.0,102,C#,Minor,64,4,60,11,0,19,4,2016-06-23,7,mid,medium,mid_energy,mid_dance,sad_song,2483.0,304255637.20000005,2483,19.756521560627586
Sin Seï¿½ï,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13,1,1.0,118,B,Minor,82,75,85,33,1,11,4,2022-07-22,1,mid,medium,high_energy,high_dance,party_song,1142.0,167285199.5,1128,19.158353594351937
Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404.0,3,0,2,0,0.0,93,D,Major,78,75,62,6,0,15,6,2022-09-13,1,low,medium,mid_energy,high_dance,other,335.0,43189956.2,335,17.804261336582957
Poland,Lil Yachty,1,2022,6,23,1584,0,115331792.0,38,0,24,0,0.0,150,F,Minor,70,26,56,14,83,11,5,2022-06-23,1,low,fast,mid_energy,mid_dance,sad_song,1646.0,92265592.00000001,1646,18.563323688773373
THE LONELIEST,Mï¿½ï¿½ne,1,2022,10,7,1585,5,225093344.0,78,65,328,1,198.0,130,D,Major,52,24,60,0,0,8,3,2022-10-07,1,mid,fast,mid_energy,mid_dance,sad_song,2260.0,180074834.20000002,1991,19.23202574080198
Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729.0,16,0,9,0,0.0,83,D#,Minor,65,24,53,6,0,51,4,2022-10-14,1,low,slow,mid_energy,mid_dance,sad_song,791.0,67758259.8,791,18.254599358790887
